property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
2 BHK Builder Floor for Sale in Haripura Surat,Super Area,650 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,2 Covered, It's a 4th floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment construction is more than 15 to 20 years old. Read more,"₹3,538 per sqft ",₹23 Lac 
"2 BHK Apartment for Sale in Silver Plaza Complex, Rander Surat",Super Area,1100 sqft,Resale,Ready to Move,7 out of 13,Unfurnished,Silver Plaza Complex,,"₹3,636 per sqft ",₹40 Lac 
3 BHK Apartment for Sale in Adajan Surat,Super Area,1540 sqft,Resale,Ready to Move,3 out of 5,Furnished,2,,"₹2,922 per sqft ",₹45 Lac 
1 BHK Apartment for Sale in Pal Gam Surat,Super Area,700 sqft,Resale,Ready to Move,5 out of 10,Unfurnished,2,,"₹2,714 per sqft ",₹19 Lac 
2 BHK Apartment for Sale in Adajan Surat,Super Area,1280 sqft,Resale,Ready to Move,1 out of 13,Semi-Furnished,East," This Freehold Multistorey Apartment at 1st faces East & overlooks Garden/Park, Main Road offering a beautiful view from the house. with airy interiors. Store Room is additionally available. Ample space for covered car parking for residents & visitors. The age of construction for this Multistorey Apartment is between 5 to 10 years. Read more","₹4,297 per sqft ",₹55 Lac 
"3 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Carpet Area,1609 sqft,Resale,Ready to Move,12 out of 13,Unfurnished,West,"Well maintained flat with best ventilation and view. Semi furnished with Wooden temple, modular kitchen n crockery, Large Wooden wardrobe and dressing in master bedroom. All fittings and accessories fitted are of premium quality. Project is no less than a resort with ample space for recreation and sports for kids and adults. Ample parking space. secured campus with best security round the clock.Strategically located near upcoming metro station and dmart.Read more","₹3,480 per sqft ",₹56 Lac 
3 BHK Apartment for Sale in Amroli Surat,Super Area,1527 sqft,Resale,Ready to Move,6 out of 10,Unfurnished,1 Covered,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more,"₹2,947 per sqft ",₹45 Lac 
2 BHK Apartment for Sale in Salabatura Surat,Carpet Area,750 sqft,Resale,Ready to Move,4 out of 4,Furnished,East,balcony both room,"₹3,182 per sqft ",₹35 Lac 
2 BHK Apartment for Sale in Palanpur Gam Surat,Super Area,1275 sqft,Resale,Ready to Move,1 out of 5,Unfurnished,2, It's a 1st floor Multistorey Apartment in a building of total 5 floors. The age of construction for this apartment Multistorey Apartment is Less than 5 years. Read more,"₹3,529 per sqft ",₹45 Lac 
1 BHK Apartment for Sale in Athwa Gate Surat,Super Area,620 sqft,Resale,Ready to Move,10 out of 11,Semi-Furnished,1,,"₹3,226 per sqft ",₹20 Lac 
1 BHK Apartment for Sale in Khadsad Surat,Carpet Area,623 sqft,Resale,Ready to Move,5 out of 5,Unfurnished,East,,"₹3,981 per sqft ",₹25 Lac 
2 BHK Apartment for Sale in Thakordwar Appartment Surat,Carpet Area,800 sqft,Resale,Ready to Move,2 out of 4,Unfurnished,West,,"₹4,000 per sqft ",₹40 Lac 
2 BHK Apartment for Sale in Surat,Super Area,1161 sqft,Resale,Ready to Move,1 out of 1,Semi-Furnished,East,,"₹4,005 per sqft ",₹46.5 Lac 
2 BHK Apartment for Sale in Surat,Super Area,1040 sqft,Resale,Ready to Move,2 out of 5,Unfurnished,2,,"₹3,846 per sqft ",₹40 Lac 
2 BHK Apartment for Sale in Diwali Baugh Athwagate Surat Surat,Carpet Area,900 sqft,Resale,Ready to Move,3 out of 3,Unfurnished,2,,"₹5,000 per sqft ",₹50 Lac 
2 BHK Apartment for Sale in Palanpur Jakatnaka Surat,Super Area,950 sqft,Resale,Ready to Move,2 out of 5,Semi-Furnished,Main Road,"2 BHK semi furnished flat includes 24 hrs Sweet and Salty water, All windows and gallery are covered with MS grills, Main entrance covered with MS grill Jali, Drawing room with TV Unit and storage cabinets, Kitchen with drawers and cabinet to store household items and groceries, Store room, Gujarat Gas Connection with gas geyser point, Common Washroom, Master bedroom 1 with attached washroom , Gallery and Queen size Bed, RCC full length self for storing items can be converted into upper storage cabinet, Master Bed room 2 with Cupboard and RCC full length self for storing items can be convertedRead more","₹3,368 per sqft ",₹32 Lac 
2 BHK Apartment for Sale in Ghod Dod Road Surat,Super Area,1235 sqft,Resale,Ready to Move,1 out of 11,Unfurnished,Main Road,"Step into the epitome of urban living with this inviting 2 BHK flat for sale on Ghod Dod Road, Surat. Offering a perfect blend of modern comfort and convenience, this residence sets the stage for a delightful living experience.Property SpecificationsEncompassing a generous 1235 sqft, this 2 BHK flat, resides on the 1st floor of an 11-story architectural gem. Fully furnished with complete furniture, this residence is designed for contemporary living.Discover two inviting bedrooms, complemented by two well-appointed bathrooms1 attached and 1 common, both featuring Western amenities and equipped with geysers for your comfort. The master bedroom opens up to a balcony, offering a serene view of lush greenery.The living cum dining area seamlessly integrates functionality and style, while a dedicated pooja room adds a touch of tradition. The modern modular kitchen, complete with a piped gas connection, is complemented by an attached utility space. Tiled flooring throughout the space enhances the aesthetic appeal, creating a cohesive and visually pleasing ambiance. This property is a testament to thoughtful design and comfortable living, inviting you to experience a harmonious blend of style and functionality.Facilities This residence offers a range of facilities to enhance your living experience, including covered parking for your convenience. Enjoy round-the-clock water supply and a reliable 100 power backup. Your safety is paramount, with the presence of a dedicated security guard and CCTV surveillance throughout the premises. Elevate your daily life with the convenience of two lifts, ensuring accessibility within the building. Locality Immerse yourself in a well-connected and vibrant locality on Ghod Dod Road, Surat. Within a 1 km radius, discover educational convenience with schools, healthcare accessibility with hospitals, and the joy of shopping at malls and supermarkets.Public transport is at your doorstep, with easily available buses and autos ensuring seamless connectivity. Banking facilities and ATMs are conveniently located within 500 meters, catering to your financial needs. While the railway station is at a distance of 8 km, the metro station is a mere 1 km away, offering diverse commuting options.Read more","₹4,049 per sqft ",₹50 Lac 
2 BHK Apartment for Sale in Nanpura Timliyawad Surat,Carpet Area,1150 sqft,Resale,Ready to Move,6 out of 7,Semi-Furnished,2,,"₹3,478 per sqft ",₹40 Lac 
1 BHK Builder Floor for Sale in Kailash Nagar Surat,Super Area,700 sqft,Furnished,3 out of 4,Resale,Co-operative Society,1,  Builder Floor Apartment owned by Co-operative Society is located at the advantageous 3rd floor in a tower of total 4 floors. The Builder Floor Apartment construction is above 20 years. Flooring of type Ceramic Tiles covers maximum part of the house. Read more,"₹2,571 per sqft ",₹18 Lac 
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1175 sqft,Resale,Ready to Move,2 out of 7,Furnished,East,spacious,"₹3,404 per sqft ",₹40 Lac 
"3 BHK Apartment for Sale in Rajhans Orange, Palan Pur Patiya Surat",Super Area,1600 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,Rajhans Orange,,"₹3,375 per sqft ",₹54 Lac 
1 BHK Apartment for Sale in Athwa Surat,Super Area,750 sqft,Resale,Ready to Move,3 out of 4,Semi-Furnished,1, This Multistorey Apartment is located at 3rd floor in a building of total 4 floors. Read more,"₹4,667 per sqft ",₹35 Lac 
"2 BHK Apartment for Sale in Aakash Homes, Piplod Surat",Super Area,1160 sqft,Resale,Ready to Move,8 out of 10,Unfurnished,Aakash Homes,,"₹4,569 per sqft ",₹53 Lac 
2 BHK Apartment for Sale in Katargam Surat,Super Area,950 sqft,Resale,Ready to Move,2 out of 5,Furnished,2,,"₹3,158 per sqft ",₹30 Lac 
1 BHK Apartment for Sale in GREEN HOUSE APARTMENT Surat,Carpet Area,675 sqft,Resale,Ready to Move,5 out of 8,Semi-Furnished,"Garden/Park, Main Road","Near From Railway Station, Textile Market, Diamond Market,","₹3,815 per sqft ",₹25.8 Lac 
2 BHK Apartment for Sale in Society Surat,Carpet Area,700 sqft,Resale,Ready to Move,4 out of 4,Unfurnished,South -West,wind Direction and Gas line and Sweet Water Tank in Bathroom,"₹2,778 per sqft ",₹30 Lac 
3 BHK Apartment for Sale in City light Road Surat,Carpet Area,1000 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,2,,"₹4,167 per sqft ",₹50 Lac 
2 BHK Builder Floor for Sale in Vakaneda Chalthan Surat,Super Area,1105 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,2, It's a 3rd floor Builder Floor Apartment in a building of total 5 floors. Read more,"₹1,810 per sqft ",₹20 Lac 
4 BHK Apartment for Sale in makkaipool Surat,Carpet Area,1250 sqft,Resale,Ready to Move,9 out of 10,Semi-Furnished,2,,"₹2,922 per sqft ",₹45 Lac 
1 BHK Penthouse for Sale in Hari Pura Surat,Carpet Area,1000 sqft,Resale,Ready to Move,5 out of 5,Semi-Furnished,East,,"₹2,250 per sqft ",₹27 Lac 
3 BHK Apartment for Sale in Navagam Surat,Super Area,863 sqft,Resale,Ready to Move,5 out of 6,Furnished,2,,"₹3,013 per sqft ",₹26 Lac 
"2 BHK Apartment for Sale in Stuti Empress, Palan Pur Patiya Surat",Carpet Area,1100 sqft,Resale,Ready to Move,11 out of 12,Unfurnished,East,"Stuti Express placed at strategic location at the heart of an Adajan Excellent infrastructural network, offers quick access to most of the popular placesRead more","₹3,205 per sqft ",₹40 Lac 
3 BHK Apartment for Sale in Adarsh Society Surat,Super Area,1300 sqft,Resale,Ready to Move,8 out of 10,Semi-Furnished,East,"Located at most Prime location of Surat, Opp to Gokulam Dairy in Adarsh Society, Ghodod Road wherein School, College and hospital are within one km radiusRead more","₹4,615 per sqft ",₹60 Lac 
1 BHK Builder Floor for Sale in Saroli Surat,Carpet Area,12 sqft,Unfurnished,3 out of 3,Resale,2,2,,"₹33,333 per sqft ",₹5 Lac 
"2 BHK Apartment for Sale in Swapna Srusthi Residency Plots, Bhestan Surat",Carpet Area,850 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,East,"Farnicher free ,kitchen fully  furnished, 2 palung,2 four doors kabat, big tv unit, ro water system, Geyser hot and cold water, 5 tub light,Read more","₹2,731 per sqft ",₹23.2 Lac 
"2 BHK Apartment for Sale in JT Stuti Highland, Palanpur Surat",Carpet Area,1276 sqft,Resale,Ready to Move,10 out of 13,Unfurnished,West,Multistorey apartment is available for sale. Ready to move in with garden view flat.Read more,"₹2,978 per sqft ",₹38 Lac 
2 BHK Builder Floor for Sale in Katar Gam Surat,Super Area,925 sqft,Resale,Ready to Move,3 out of 4,Semi-Furnished,1,,"₹2,486 per sqft ",₹23 Lac 
2 BHK Apartment for Sale in Raj Sambhav Apparent Surat,Super Area,1400 sqft,Resale,Ready to Move,2 out of 4,Furnished,2,,"₹3,571 per sqft ",₹50 Lac 
2 BHK Builder Floor for Sale in Jahangir Pura Surat,Super Area,1150 sqft,Resale,Ready to Move,3 out of 6,Unfurnished,2,,"₹2,783 per sqft ",₹32 Lac 
"3 BHK Apartment for Sale in Rajhans Orange, Palan Pur Patiya Surat",Super Area,1600 sqft,Resale,Ready to Move,1 out of 1,Unfurnished,Rajhans Orange,,"₹3,375 per sqft ",₹54 Lac 
 Studio Apartment for Sale in Sagrampura Surat,Super Area,350 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,1,,"₹2,571 per sqft ",₹9 Lac 
"2 BHK Apartment for Sale in Silver Plaza Complex, Silver Plaza Flats Surat",Super Area,1100 sqft,Resale,Ready to Move,6 out of 7,Furnished,East,,"₹3,364 per sqft ",₹37 Lac 
2 BHK Apartment for Sale in Jahangirpura Surat,Super Area,1170 sqft,Resale,Ready to Move,5 out of 5,Unfurnished,2,,"₹2,522 per sqft ",₹29.5 Lac 
2 BHK Apartment for Sale in divyam residency Surat,Carpet Area,800 sqft,Resale,Ready to Move,5 out of 5,Unfurnished,2,,"₹2,522 per sqft ",₹29.5 Lac 
2 BHK Apartment for Sale in Kamrej Surat,Carpet Area,562 sqft,Resale,Ready to Move,1 out of 3,Semi-Furnished,2,,"₹3,116 per sqft ",₹21 Lac 
2 BHK Apartment for Sale in radha flats Surat,Carpet Area,1250 sqft,Resale,Ready to Move,2 out of 4,Furnished,2,,,₹35 Lac 
3 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,927 sqft,Resale,Ready to Move,2 out of 5,Furnished,West,Main Road,"₹3,609 per sqft ",₹52 Lac 
"2 BHK Apartment for Sale in Nakshatra Solitaire, Palanpur Surat",Super Area,1203 sqft,Resale,Ready to Move,6 out of 12,Unfurnished,East,Covered Allotted Car Parking at ground floor with security in individual buildingRead more,"₹3,832 per sqft ",₹46.1 Lac 
2 BHK Apartment for Sale in L P Savani Surat,Super Area,1190 sqft,Resale,Ready to Move,3 out of 4,Unfurnished,2, It's a 3rd floor Multistorey Apartment in a building of total 4 floors. The age of construction for this Multistorey Apartment is between 5 to 10 years. Read more,"₹2,353 per sqft ",₹28 Lac 
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,950 sqft,Resale,Ready to Move,2 out of 5,Semi-Furnished,2,,"₹2,800 per sqft ",₹28 Lac 
2 BHK Apartment for Sale in Katargam Surat,Carpet Area,950 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,Freehold,"2 BHK flat is available for sale in Katargam, Surat. Near  by landmark is Gajera Circle.Read more","₹3,522 per sqft ",₹40.5 Lac 
"3 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1700 sqft,Resale,Ready to Move,5 out of 13,Unfurnished,Green City,,"₹3,235 per sqft ",₹55 Lac 
"2 BHK Apartment for Sale in Rajhans Platinum, Palanpur Surat",Super Area,1170 sqft,Resale,Ready to Move,4 out of 6,Semi-Furnished,Rajhans Platinum,,"₹3,675 per sqft ",₹43 Lac 
1 BHK Apartment for Sale in Udhna Surat,Carpet Area,350 sqft,Resale,Ready to Move,1 out of 3,Unfurnished,1,,,₹12 Lac 
"3 BHK Apartment for Sale in Varni Siddheshwar Heights, Sarthana Jakat Naka Surat",Carpet Area,602 sqft,Resale,Poss. by Feb '25,10 out of 14,Semi-Furnished,Varni Siddheshwar Heights,,"₹3,728 per sqft ",₹34 Lac 
"2 BHK Apartment for Sale in Rajhans Swapna, Sarthana Jakat Naka Surat",Super Area,1200 sqft,Resale,Ready to Move,6 out of 13,Semi-Furnished,Rajhans Swapna,,"₹3,750 per sqft ",₹45 Lac 
1 BHK Builder Floor for Sale in Kamrej Surat,Super Area,400 sqft,Resale,Ready to Move,4 out of 5,Semi-Furnished,1,,"₹2,500 per sqft ",₹10 Lac 
2 BHK Apartment for Sale in Sai Heights Surat,Super Area,1261 sqft,Resale,Ready to Move,6 out of 10,Furnished,2,,"₹4,044 per sqft ",₹51 Lac 
"1 BHK Apartment for Sale in Ambika Township, Dindoli Surat",Super Area,630 sqft,Resale,Ready to Move,4 out of 5,Unfurnished,East,big space socity and nice public socity,"₹2,381 per sqft ",₹15 Lac 
"2 BHK Apartment for Sale in Sai Enclave, Althan Surat",Carpet Area,1173 sqft,Resale,Ready to Move,1 out of 14,Unfurnished,"Garden/Park, Main Road","Multistorey apartment is available for sale. It has carpet area 1173 sq-ft, it is 2 BHK apartment. Please contact for more details.Read more",,₹51 Lac 
1 BHK Builder Floor for Sale in Sayan Surat,Super Area,800 sqft,Resale,Ready to Move,3 out of 5,Unfurnished,1,,"₹1,688 per sqft ",₹13.5 Lac 
"1 BHK Apartment for Sale in Silicon Palm, Silicon Palm, dindoli, Surat Surat",Super Area,801 sqft,Resale,Ready to Move,10 out of 10,Semi-Furnished,Silicon Palm,,"₹2,559 per sqft ",₹20.5 Lac 
2 BHK Apartment for Sale in Piplod Surat,Super Area,1325 sqft,Resale,Ready to Move,5 out of 10,Semi-Furnished,Garden/Park,This spacious Multistorey Apartment is located at 5th floor in a tower of total 10 floors.Read more,"₹4,755 per sqft ",₹63 Lac 
1 BHK Apartment for Sale in Smc suman sagar Surat,Super Area,540 sqft,Resale,Ready to Move,8 out of 8,Furnished,1,,"₹2,872 per sqft ",₹15.5 Lac 
1 BHK Apartment for Sale in Sagrampura Surat,Super Area,710 sqft,Resale,Ready to Move,2 out of 3,Semi-Furnished,1,,"₹2,607 per sqft ",₹18.5 Lac 
2 BHK Apartment for Sale in Dumas Road Surat,Super Area,1250 sqft,Furnished,Ready to Move,Resale,"1 Covered,",2, The age of construction for this Multistorey Apartment is between 15 to 20 years. Read more,"₹4,400 per sqft ",₹55 Lac 
2 BHK Apartment for Sale in Kailash Nagar Surat,Super Area,1200 sqft,Resale,Ready to Move,4 out of 10,Furnished,2,,"₹3,500 per sqft ",₹42 Lac 
1 BHK Apartment for Sale in Suman sagar  vesu surat Surat,Super Area,450 sqft,Resale,Ready to Move,6 out of 8,Unfurnished,1,,"₹3,000 per sqft ",₹13.5 Lac 
"2 BHK Apartment for Sale in Parishram Park, Jahangirabad Surat",Super Area,970 sqft,Resale,Ready to Move,3 out of 5,Furnished,East,Fully furnished and well maintained flat in best price,"₹3,918 per sqft ",₹38 Lac 
1 BHK Builder Floor for Sale in Jahangir Pura Surat,Super Area,813 sqft,Resale,Ready to Move,4 out of 6,Unfurnished,1,,"₹3,500 per sqft ",₹28.5 Lac 
"2 BHK Apartment for Sale in Sumeru Sky Residency, Mota Varachha Surat",Carpet Area,800 sqft,Resale,Ready to Move,8 out of 13,Furnished,North,total base ment parking,"₹4,091 per sqft ",₹45 Lac 
3 BHK Apartment for Sale in Amroli Surat,Super Area,1050 sqft,Resale,Ready to Move,1 out of 5,Semi-Furnished,3,,"₹4,000 per sqft ",₹42 Lac 
3 BHK Penthouse for Sale in Lajpur Surat,Super Area,1600 sqft,Resale,Ready to Move,3 out of 3,Furnished,North,"Excellant location with entire village and surrounding views in village LAJPUR, very close to SACHINE and in between SURAT and NAVSARI.Read more","₹2,812 per sqft ",₹45 Lac 
1 BHK Builder Floor for Sale in Nan Pura Surat,Super Area,650 sqft,Resale,Ready to Move,3 out of 4,Unfurnished,East,This property is good for a family man the ground in the middel of the building is a play area. The neighborhoods is so good they treat you like a family. Although water supply is 247. Electricity is always good. The house is renovated just 9 months ago nd all the wiresing is done againRead more,"₹3,385 per sqft ",₹22 Lac 
2 BHK Apartment for Sale in Pal Surat,Super Area,1071 sqft,Resale,Ready to Move,10 out of 12,Unfurnished,2,,"₹3,922 per sqft ",₹42 Lac 
1 BHK Apartment for Sale in Athwa Gate Surat,Carpet Area,715 sqft,Resale,Ready to Move,1 out of 9,Semi-Furnished,East,,"₹2,797 per sqft ",₹20 Lac 
2 BHK Apartment for Sale in Sumul Dairy Road Surat,Super Area,1200 sqft,Resale,Ready to Move,4 out of 4,Semi-Furnished,Co-operative Society,,"₹2,500 per sqft ",₹30 Lac 
1 BHK Builder Floor for Sale in Gopi Pura Surat,Super Area,800 sqft,Resale,Ready to Move,3 out of 5,Furnished,2,,"₹2,000 per sqft ",₹16 Lac 
